Folder Name,Total Lines
9012033138fa41b573d3e4e3f0dfa8b94a4719c6,353625,1085695
902739cfc3bbc3379e6ef99c8e250de35f52ecde,72960,202524
903aaa35e5ceaa33bfc9b19b7f6da65ce5a91dd4,397616,1188129
90617dd125a59cc5fc4dfb3f73c9fc361c37b055,328027,1090837
90a2c57951a9ae32e80246b171e4b47a74252090,234524,862701
90d2f9f41671ef01c8e8e7b5648f95c9bf512aae,458205,1255533
910ecd1b8df7678f45c3d507dde6bcb1faafa243,394236,1179404
91669cc566918fde4fe98f867cf4c406f64504e6,379720,1145929
9175da437ed84e43b00ed4c28ccfe629260d3c13,147390,499095
9236b4247ee8e00ed89eb3ccc456236cdd8eaaea,124472,406721
926148ef019abcac3a9988c78734d9336d69f24e,372379,1127442
9276e22a424fe2c834eff85231d0c916e293d613,55257,177870
927c903f3cd25c817c21738328b53991c035b415,365449,1116698
92e7cb5b21a6dee7f7333c66e41233205c543bc1,136680,458571
93382cc41fb95abbbf534aed4c4cf2405c38d601,236105,867481
939c7bb7ff7c53a4d27df067cea637540f0e1dad,123874,404115
93a65b9bb8a615906e73d5885ff03076bcabc555,600830,2924303
93cedc82f29076c824d476354527af1150888e4f,456983,1252969
93d4c9ea1de24eb391cb2b3561b6703fd46374df,461253,1262744
93d836fcdb38c6b3235f785adc45b34eb2a64a9e,660848,3089496
93e09aaae68ec2fc2d7b78818364ca868442e61e,245491,896220
93e892bb645b16ebaf287beb5fe7f3ffe8d10408,352067,1081719
93f3b7a0ba2969109940775a18515728603afac6,397517,1187908
942aa77a4ba1bd5b50e22c0246240b27ba925305,326701,1085305
94525bbaf417476dbe9a70b98801ae04aceaebf3,81007,265907
94621cef29f80282436d73e8d2c0aa76dab81273,52429,169465
9466fd78420a851460c92673dad50a5737c75b12,397577,1188037
9476425b9e34363c2d9ac38e9f04aa75ae54a775,515140,2677901
94ea79be137f3cb30949bf82198e96e094f2650d,377467,1140229
94fb720696f5f5d12bad8bc813699fd696afd2fb,676329,3138842
950d0db55ac04e663d523144882af0ec2d172420,335818,1123559
95161ed313db11296c3bd473336340dbb19bb347,17694,64511
952afc166c8d79013b7181e35aab638145d2adc5,370825,1124146
953790680ac667adb869e1f1cba2f2b534cc6f0b,326000,1085335
953f29f700a60fc09b08b2c2270c12c447490c6a,471590,1291788
95463c32e684ffd752da1c303bdbdf21eed22fff,322348,1068659
955d6558ec155dffaef999d890c2cdb224cbfbb9,150107,507107
955e54221008aba577ecbaefa15679f6777d3bf8,60393,157211
95824c588a333c54780e6ea82393488b6a6a81d4,59474,154541
958cdf65ae90d26236d1815bbba804729595ec7a,389913,1168008
95cdf9dc6627135f3893095892816eb3f2785e2e,471715,1292159
9626265d77b8a21c113615c08bc6782deb52eaed,292354,1117843
964d350a80fe21d4babf939c108986d5fd90a2cf,139210,469181
965d2d95c630939b53eb60d9c169f5dfc77ee0c6,383314,1153196
966b5b49b6521483f1c90b4499c4c80e80136de3,381839,1150823
966d4fb3e4640de721f87e4190427975ea020c67,77952,218539
9681e968ebdcd58cac99c1e60f0a6932abd4e5c9,352240,1082111
96a02f3934952d486589dddd3f00b40d5a5ab5f2,232131,855601
96c6f9c61c62af8e2e258642b21351484e61b644,365518,1110411
96c9c40b2bd41105cf82440cc83c27f032ac5ffc,755665,3436228
96e7ff5e9ff6362d9a886545869ce4496ca4b0fb,402910,1201187
96f55ccf798c7592a1203f798a4dffaf173a9263,389307,1166398
97298e06fe19298c3ff9d2e0ed9ba70bb3fda2c8,16885,51285
973fa566521037ac140dcece73fceae50ee522f1,402762,1200807
97523985b39ecde369d83352d7c3baf403b60a22,230841,851459
978a89d5a32f6e91acf0812f7f2b29c9f97d6a0c,19036,69250
979f61abd322507aafced9627702362e541ec34e,365160,1116129
97ed533f63d5780a05702a711555cb6744247a37,84034,235941
97fc1154992f64cfb2f86321155a7404efeb2d8a,324116,1076215
98126cdfaf632abc8f0b5e65910e46a4eedc4641,380757,1148316
981dd6dd71ea80e5149c2eff564622e96c12b5be,353537,1085560
986123f73ce94d4511f453dbdd4470c72f47402a,395482,1507793
98ad327864aed8df245fd19ea9d2743279e11643,384046,1154575
98bb5bf8ebf15fbce960533e5983a71351a1fe3f,93977,264782
98cfb90182a8baa806fc4e09e294b6cfc5d09eff,472043,1292896
98dc1f4ea18738492e074e9e51ddfed5cd30ab94,91166,298049
98eb09e9206cb714da85c5a0616deff3cc85a1d5,228802,844059
98f6ada0e2058d67d91fb6c16482411ec2ca0967,469720,1287202
9951491e0b849834c369de522de2df8172a2e298,133573,447509
99589b08de8c5a2c6cc61e13a37420a868c80599,75519,207781
9968a10fcfad7268b552808c4f8946eecafc956a,15770,57727
9986b38181cdd556a3f3411e553864f11912244e,529277,2723324
9988d5ce267bf0df4791770b469431b1fb00dcdd,141402,490960
999891bd80b3d02dd916731a7a239e1036174885,360019,1103851
99bd5fb4c2d51f7bf8a19b2c12a603ab38b85ec9,465129,1271741
99e5dff737cd20b12d060e4794e097063b61ec40,469505,1286764
99fdff6c86b73018148f9c22f680d6874b0f4f2c,519462,2694854
9a2c3c4a1559e37e95fdee88c128bb116642c897,123874,404115
9a4313b4b75c181eade5a61f1a2f053b9d1bb293,97641,318363
9a6104eab0ea7ac191a09c24f3e2d79dcd66bda5,758391,3449035
9a6e2df3a8f01ea761529bec48e5a8dc0ea9575b,400314,1194567
9a7329c8c111ae8d499a9d3b6db90cc3ca979526,318684,1057220
9ac430347eb80809a1dd89bbf5dad7ca593bbe63,593938,2899615
9ac92b1efc5ff90e7cce5c47fbd05887d403e4cd,400609,1195459
9adba491a209b2768274cd7f0499c6e41df8c8fa,237504,866548
9b0c9821ed4dd9920cc7c5e7b657720d91a89bdc,461249,1262705
9b224579875e30203d079cc2fee83b116d98eb78,464847,1270447
9b537396488a70de06e00de2330c4f00d7db1fc1,361828,1268878
9bb204dcabe6ba0fc422bf4a45ad0c79c680d90b,139185,483990
9be36f8044c3bdfe5d1819d4b3b62bee64a039e3,398083,1189185
9bf73cc2191cce7e3e3e6a9549d408bd1cb2488b,519187,2693817
9c151a65c86b4e780cc6b50ec2174b9b23af96de,74897,209009
9c6ba876928fd20194ac3238dc06aeae66d7bd50,385335,1157098
9c92924cd5d164701e2514e1c2d6574126bd7cc2,377908,1141208
9ca22c7733efeeb140b75585c6387ef2cb861d19,381611,1150209
9cbcc1f205e8be4dad1f383239e98381abb28bd0,376712,1318149
9cbea134220b0b951587e11b63e2c832c7246cbc,545959,2784194
9cc743d0c82e019306d80eb8a83f86f8c6244610,366357,1118814
9ce74956ad542e069a9a7743bf0a751c5a26e727,445766,1765652
9ced0c0347d270886f162746e071b2b8b60d7a67,334288,1117611
9d22ab09d52d279b125d8770967569de070913b2,328458,1093035
9d6f981a66bd2c4188c4a3e08e4f36fc9c4882ef,354877,1088997
9d959abd39cd787fa7b5d68327d19d3972fe888e,71234,195204
9da013ad0ddc3cd96fe505f2e47c63e372040916,654739,3065541
9dbcbe291e3bea11fc56c12ba3256a9d4cb4cf2f,327844,1090144
9dcfecb7c6c8285630ad271888a9ec4ba9140e3a,303575,953007
9ebcce18bd0ea331b55b8538d2c45e56a3821715,528889,2721772
9ec5a15823dcb924a5cca322f9f97357f9428345,244033,893322
9ed054279aeffd5b1d0642e2d24a8800389de29f,124533,406722
9ef28fba5b4d6d0168237c9c005a550e6dc27d81,587977,2876289
9f0b959a8c9195d1b6e203f08b698e052b426ca9,246896,906438
9f125fce7971714333d23c7f554411342466721c,386352,1159079
9f390f50718ee94237084cbc1badb66f9a8083d6,130505,433171
9f62b9cccbd69d250ff84a3cfb346725476f83a8,121690,397368
9f72b0970db4be76d14bd7be5a21582d2cc484bc,382330,1151122
9f8d47c8acfaa925b3499e824a0807d7f20424c7,127320,421688
9fd247339e51441460b43368d415fced327c97a2,395387,1507954
9fdf6adf70819c8d34e9f47eeb8470aea35d78c0,334360,1117925
9ffd4eae2ce7a7100c98f681e2b6ab818df384a4,453033,1243054
a042ae69c0444912f94bb4f29c93fa05046893ed,128529,425654
a061ada48efccf0845acae17009553e01764452b,247176,907461
a0d2e399729d36499a1924e5ca5bc067c8396810,318764,1057443
a0df2cbb10419037d11d04352b3175405ab52941,23328,89010
a0ef6a0e22038a36c3646ea96f61fdc6d7ab7e5c,347028,1068248
a106f4782a9dbe7f8fd16030f15401d977e03ae9,695497,3210566
a123f8351dc9f7ddfb06c5fafb25fedf6d119ff1,15990,58924
a163bbe870dc5bc7f3863ead37cd391be81fb0cc,148154,501445
a17a00f8f95195838e1d7360426454c8ed0570ea,127481,422279
a17becf4c7f4e4057e8c94990e4b4999be0aea95,400183,1194403
a1bcdc94da6d597c51b4eca0411a97a6460b482e,463826,1268651
a1df7685a4e6a05b519ea011f16a2f0d49d08032,87543,251140
a1ede5eb82fa09164aff65da03136b7382fd5041,52436,168811
a1eef38f6f5a8acccc49f3b54ac429b04d8af15c,322025,1067222
a1f514f2e1f20f71f282d867ae0e8db3a5c4a13c,246671,904265
a1f9e0fc03b5c4ec7eadef9723ea48168d0e992f,334178,1116526
a1fbd0066219a7a1d14d4d9024d8aeeb5cb8d51a,665906,3108429
a21f7b91db273a03abfb47b0580bb39e0043c99a,367210,1120810
a221c376f3f382d251a600aa336b45e95f92b7fe,446066,1766809
a23b6b6097971768d0ebdc6ef5b48dbe705e6b8d,533259,2737427
a24d96d03eccee7f0bdb3d97017d5bebc79f9b47,693832,3206544
a24fed399ced6be2e9dce4cf28db00c3ee21a21c,389883,1167954
a2a1b0a11b993fe5f8fab64b6161e99243a6393c,325137,1082049
a2b1712afd957deaf189c9b1a04e469596d853c9,96043,313236
a2beda4187ec0d1cbfda74a7bc1d090e86375d87,659079,3081577
a2e580acf62a3de4f9108cc1af061a02b94b1064,460637,1261365
a3011dfd1aaa2487cce8aa7369475533133ef777,331830,1106350
a30301e5535be2f558cb948da6b3475df4e36a98,395312,1507663
a320c085b75b8d18b3d10e7283a5e7695806bc1a,226635,831066
a3389a25ec84d36f5cf04a4f2562d820f131db64,460979,1827992
a3475b3f9ac662cd425157dd3bdb93ad7111c090,743063,3385545
a36caf5c74fe654cedc488e8a8a05fad388f8406,683223,2652334
a395083238625500dd3fa879e4976617d5353342,325230,1082387
a3a1290d47326c3f87824b3cf7ca969cb0d364aa,457061,1253171
a3e2897bfaf9eaac1d6649da535c4e721c89fa69,327688,1071010
a3f4ae6cd24d5ecdf49f213d77b3513dd509a06c,418091,1514830
a41edc7bf5302f2ea327943c0c48c532b12009bc,94859,310108
a4297a11fd8f3e8af17efda85e3047e32e470a70,621338,2999602
a429c3984a14c995584455e51a6f3d7d9c16e914,415017,1508560
a446ee81fd6674c2b7d1f0ee76467f1ffc1619fc,75981,212389
a464ead29db8bf6a27a5291cad9eb3f0f3f0472b,386817,1160140
a4881f5e5d7ee38b7e83301331a0b4962845ef8a,367151,1120645
a4c18cd733f97b5659a29589432d8a39e7a0de87,9838,31704
a4dcd70e84176a255654586bd20e78779191447f,226260,829803
a4e6030904df63b3f10aa0729b86dc6942b0458e,371091,1124808
a4f40d79dda2630c9cda32debf64a8e04258f752,597658,2912544
a4f8e3d2a266fe4a253b449214806562ab83dda5,234755,863434
a5308514fb4bc5086c9a16a8a24a945eeebb073c,356762,1094251
a531dfdf2c536620fdaf080f7470dde08c257e92,516446,2683838
a53c4ad94a9657702764e9b5dc4a3eaa01c0f54d,449031,1777827
a541c2ac8b05c2b23e11bd8540088fce1abc2373,16085,49262
a547311b5faae0809b8935e1f1d00ff901109f84,243690,890206
a5652eb795e896df0c0f2515201f35f9cd86b99b,358170,1098453
a5743ed36fbd3fbc8e351bdab16561fbfca7dfa1,237509,866002
a5816697cbcab195a987f5e074204a052c13e1d5,53093,170281
a5917978be39d13cd90b517e1de4e7a539ffaa48,432746,1588083
a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,372674,1128128
a5a28de89dabfa03302a5893102b6f1a7c7861a1,365633,1117192
a5ccc9522ca139df7a7cf4e2e506ffd288e55620,432898,1588618
a5e6a101869e027e7930e694f8b1cfb082603453,517883,2688908
a5f53e203c52a7605d5db799864046471115d04f,96513,314623
a6232c17a6d3c79e95353924df3a3cd062df0708,611719,2964493
a62775e99f2a5ea3d51db7160fad783f6cd8a4c5,245807,898090
a64cf2d5476e7bbda099b34c40b7be1880dbd39a,89073,290875
a674a83cc894b5941a86d4c51ba2e57c632882c1,52399,169393
a67e45eecc972b53e95effb09fe503a05325d3f5,517138,2686319
a6c712375ed38d422812e013566a34f928677acd,396209,1511925
a7038adbd02c916315b16939b835f021c2ee8880,355640,1090979
a708f39ce67af174df90c5b5e50ad1976cec7cb8,389372,1166570
a71028bf9e18cf9fb6314c8a13a467d724cd9328,151030,509817
a7141cd90019b62688d507ae056298507678c058,296315,1134323
a73260db9c0b63d582ef4a7f3c696b68058c1c43,246716,905735
a73617c51b9e29d7f059a2794f4574bb80cfcf57,134529,471613
a7462d57b414c6f75b1a456c1367cf90caa56df1,125588,409859
a754b82dac511475b6276039471ccd17cc64aeb8,399291,1192096
a79801c044c2b0ed74176e4abc18f4ca2b38ac58,449631,1780936
a7a834bdb7a51ec260ff005715d50ab6ed01a16b,242886,890462
a7b4a04d6c54679cb0fbc8679367848bd7dae718,371617,1125805
a7b7260bf06c20d408215d95ce20a1a01c12e5b1,325617,1083893
a7b8b9e9e16d4e15fabda5ae615086c2e1c47d8a,246361,904373
a7e38c5c61928033a2dc1915cbee8caa8544a4d0,71347,196645
a7e6f093c98a3c4783848a19fce646e32b6e0161,604004,2934808
a7e7043c8746933dafce652507d3b821801cdc7d,400147,1194307
a82b06f2abb1226d82b18e3f85bdf19be7b9eb3f,149009,504160
a83c8311dfdbf74dea584d45c6f254bc8171054d,242191,887952
a85a0747c54bac75e9c3b2fe436b105ea029d6cf,314328,1207320
a861b8af82cc4618e0a631e5eac5b4030b3f04a1,334735,1119501
a8abb9995f71b9bc02b6f83592751c779ae0f75a,147586,499661
a8bb49355698a5f7c7d25e06cad2571faa7af9a7,324521,1005774
a8ddd0d457f9e34280b1cd64041ac90a32edbeb7,667070,3113364
a8e2a9bac6e548d6ab2e13af6171d2fdd3b8055b,351806,1080956
a8f4e56d8ca63252706c6200dcfb036078be39a7,60438,158536
a9179ab032cda80801e7f67ef20db5ee60989f21,356419,1093395
a96c730431196b119559bbb18a0e85e6ee8b2597,387653,1162352
a9b8898242cf2579ca5727ecab516ab761bce488,354533,1088213
a9ba9d5d3fe9d5ac15fbdb06127f97d381148dd0,328619,1094265
a9c6ab03560424ed7dff24849c8ddaa3e1eae62e,357353,1096321
a9cf954e6174450057ea1065aa2ccbbd12f59b65,386494,1159412
aa22709cb7df2d7503803d4b2c0baa7aa21440b6,714404,3271073
aa55975c7d3f6c9f6d7f68accc41bb7cadf0eb9a,77869,218309
aa9780761ad8c3c0f68beeef3a0ce5caac9e100b,453086,1794713
aaa5129a9fb472a239bb7421635c31f20a523c5f,327917,1090278
ab36f3cc6f91f1e4903a3f4b31501cb7fefe4555,14265,52608
ab58f072502e86dfe21b2bd5cccdc5e94dce8d26,385410,1156786
ab7a85ac297464df82d8363455609979ca3603db,463890,1268835
ab864967e71c950a15771bb6c3723636026ba876,696654,3213462
ac03325b44485e603992a0bb783536a9f8a9152f,514562,2675469
ac2b7599d212af7d04649959ce6926c63c3133fa,114945,358918
ac327c5ad66fa3d4eb607d007e3684dec872d49a,245314,898568
ac6c4260074de43a978e5c6553ef89441e1d6748,380413,1147629
aca3f825f2e4a8817190f3c885a242a285aa0dba,139193,484005
aca6e9d5e98811ca37c442217914b15e78127c89,327919,1090384
acad890afb1da7d071049d44ec655e0ae5b79e53,327701,1070845
acb810647233e40839203ac553429e8663169702,245934,902911
acca30685ef9edb068076991ec6d59cd8ba1e79a,666387,3110450
acde91745656a852a15db7611c08cabf93bb735b,393993,1178777
ad0e9a97a6a1e844dafb3ec2b31f3b22b8119c91,252841,927945
ad18a0102cc2968914232814c6554763f15abbe3,463704,1267575
ad827ddaef05069a1385cc2d26fd2ab9c6ba1f4d,377232,1139582
adb4100e58d9ea073ee8caa454bb7c885b6a83ed,400042,1194095
ae3d62ab736d0f5cad3fdcf9b482365d4de4c147,510528,2659189
ae3d6f647f080240318d114f2c397b99be5cef5f,517774,2688614
ae413e95ed6fd2b3a9d579a3d802e38846906b54,121409,396895
ae506181f7fb9d9e74f4935686540bef29b60255,452869,1242948
ae6cbd1062c0a8e68d32a5cdc67c993da26d0f4a,77486,214373
ae89daf46f83a7b39d599d289624c3377bfa4ab1,394150,1179190
aed3c080388a8dc1d44c1a14a5ed243233f77c1c,109391,310542
aefdd023dc4f73c441953ed51f5f05a076f0862f,603669,2933677
af1fa5e7da21c57a4037e67f93493af4e78d454a,320914,993297
af2bad4f34e938cb16ada0ae19cc713a275682d6,245021,898824
af39f1edffcd828f05cfdd04f2e59506bb4a27bc,327818,1089719
af5ec222ccd24e81f9fec6c34836a4e503e7ccf7,354702,1088616
af8a046c2cc2077cd8f2379e437d18e47941340c,332292,1108894
af8a6e592a1a15d92d77011856d5aa0ec4db4c6c,251869,924691
afbffa714654e4c8e8e853b7689d324e7146e40f,662226,3094378
afd432137fd840adc182f0bad87f405cb80efac7,245140,895544
b0176512baf3cdad1f8494dcd63d11f24ef8e0cc,511027,2661291
b02217d8a5651760353e310701e749c1eaece6df,251252,920399
b07ee98b27e58992fdc10fec0ec67e68ae1d272d,451876,1240666
b09aad279b5dcfc49dcf43e0b064eee664ddaf68,322304,1068502
b0d16d0129b7cc5978a8d55d2331a34cb369e6c7,401700,1198457
b0e91e4110942e5b3c4333b1c6b6dfefbd1a6124,228926,839466
b1078cd096aa891ebadf5d941ab83268f8b03a80,684667,3170633
b10d322c41f66dc7c77c36f90a3532269b25ea93,358840,1100148
b13b02c311c18c2041782bcdaadd08b8fd3f216b,255357,934870
b15f162f252610e3b510ade465549769ab4356cf,464006,1268143
b16c7d12ccbc7b2d20364b89fb44285bcbfede54,415844,1511452
b17abcb09cbcee80a90f6750e0f9b53f0247656c,525398,2710558
b17ef6effe278d5b861d65896cc53442a6370d8f,662273,3094735
b185ca184f8dd574531dcc21e797f00537fefa6a,395176,1506674
b19bce971e82f2497d67fdacdeca8db08ae0ba56,150329,507614
b1a4b1f0bdf05adbd3dc4dde14228e68da54c1a3,389472,1166841
b1cb676cf92dd1a48365b731979833375b188bf2,681291,2645612
b1cf21e12e84ecef87b45091e3a524b657033ad9,757294,3443111
b1d6b35e146aea83b171c1b921178bbaae2795ed,360589,1105118
b21f62ee37eea3650a58e9ffa3a7c9f4ae83006b,137253,460567
b2351cbe3f3e92f0e242312dae5791fc83a4467a,104752,340127
b26ec77deb7c5052163ef8514ec7db70c0a5ea2a,380413,1147630
b27e285ea39450550fc8c81f308a91a660c03a56,228615,843432
b2b0711b555fa292751763c2df4fe577c396f265,377124,1139380
b2b0717108c8b5381f12bc4ab1c759e3705fb8a8,314428,1207797
b2ed0d78f2dff9986ef15b9098c1b6d9ce720a99,450260,1236401
b30c0081d4d8a31ab7dc7f72a4c7099af606ef29,459963,1259796
b31c5ae782876386006a544a5cc833ddddb4b877,323683,1074492
b330b918e979ea39a21d47b61172d112caf432c3,366437,1119035
b34751b7ed02b2cfcc36037fb729d4360480a299,240109,877283
b3523ae86eb68467dca536122bc4034639887a63,99416,283270
b36ef478bd07be1cf525789696d8d0334d913b67,325567,1083556
b372a99c0158f5799338a9a1b8611626ff1d114f,150661,508625
b3934e4121cb382cd05aeb92662a636c8f7f539e,516424,2683768
b397b8f2d952a26344cc062ff912c663f4afa6d5,363233,1273641
b3b8295c4b0478558bd0e4c6ec28bf16b90880b8,414488,1507300
b3ba4ba5f9508e4b601d9cf5dbcd9024993adf37,67824,236570
b3e01a97bd5dfb67fb7b6d2f051b7187b8c41abf,467345,1852361
b3e26a6c851133b82b50f4b68b53692076574d13,139216,484093
b3fa7702635b260b008d391705c521fca7283761,393833,1500542
b423873cb7574a8088e32d3e23f4d01a99fefeb2,365770,1117479
b428cd2404675475a5c3dc2a2b0790ba57676202,147517,499401
b4777fdcef467b7132c055f8ac2c9a5059e6a145,722854,3301997
b4817d20b9e55df30be0b1b2ca8c8bb6d61aab07,458735,1256607
b49ad06b4de9577648a55d499d914e08baeef2c6,390019,1485773
b4bf5168621f0a4bf7cca795862e2b5c139fc8cb,82655,237314
b4c1da60fa4e8201b2b929083df2610da7a5b52f,735012,3353813
b4f1aa3540fe68d078d76e78ba59d022dd6df39f,657719,3076879
b506169ad727ee39cb3d60c8b3ff5e315d443d8e,595230,2903655
b51a227058e16cdbc56890f49e3a0888ea02b9d2,332976,1110697
b55ebe32417e0884b6b8b3e1bc0379033aa221af,403255,1201798
b56772102e138b0a5d83f02e0031eb075c854921,142127,493051
b5fc36e9ac52aa130f852effb2fa08094ac5712b,323577,1074175
b626c5a9798b045b655d085d59efdd60b5d7a0e3,450432,1236803
b64db05b9cedd96905d637a2d824cbbf428e40e7,394436,1179926
b6769c18c0881b6d290e543e9334c25043018b3f,392593,1495356
b678d8103e48fdb1af335dbf0080b3d5366f2d17,466077,1846951
b68caad822d3ad0ae1fa09c78c9ed2db927e73cb,598002,2913963
b6dfdaff33f19757b1cb9b3bf1d17f28b94859d4,376096,1136492
b711eafd2aabdf22e1d529bfb76dd8d3356d7000,354928,1089161
b746596f5f0e1fcac791b0f7c8bfc3d69dfef2ff,390243,1168902
b747bacfa1d706bf3c52680566590bfaf0d74363,368544,1291665
b750a0e6ee76fb6b8a099a4d16ec51977be46bf6,315881,1213016
b750e609ab48eed4fccc18617d57c8e8bfda662a,605202,2939443
b79088306513d5ed76d31ac40ab3c15f858946ea,380228,1147190
b7a17b0ea0a2061bae752a3a2292007d41825814,471813,1292406
b7b4d3e2f1a65bcb6d40431d3b61ed1d563c9dab,240590,879272
b7b729298cb780b3468e3a0580a27ce62b6e818a,66112,176186
b7b7df5fbcf44e6598396905136cab5a19e9faff,374799,1133024
b7c5ba2bf3ffd5cf453b25af7c8ddd9a639800cb,583578,2857102
b7ce415c15eb39b026a097a2865da73fbcf15c9c,317410,1051562
b7d05919865fc0c37a0164cf467d5d5513bd0ede,317518,1053220
b7d05b2e5a7136ed92f77780dac9b44aef0bae59,364357,1114236
b7da588e883e12b8ac3bb8a486e654e30fc1c6c8,380247,1147239
b7f263551c64e3f80544892e314ed5b0b22cc7c8,450474,1236917
b8156f36f0f3144c5e3b66002b9e8fcbe2ee66c4,735295,3354848
b81c7562fc33f50166d5120138d6398dc42b13c3,389597,1167266
b8824e8d17434957650517370f739e340867c381,395744,1183257
b8a4da8baa1137f173e7035f104067c7d2ffde22,255356,934865
b8fe457a02cc24b3470ff678d0099c350b7fef43,607436,2948182
b90661d6a46aa3619d3eec94d5281f5888add501,228532,843111
b9179e80d2daa1bb6cba1ffe35ca9e6612e115c9,667742,3115633
b923165d5ef289ba39bb964201d4a036eb5a5ff6,121099,395803
b92d101bd868aa460d16d1196a798df7e5c1ea33,363972,1113448
b93a0e34d9b9b99d41103782b7e7aeabf47517e3,363001,1111369
b95ffadae8cfad3acf15fada28140373c896b766,526818,2715255
b996424199cca58f64b77faeaa367b7e7efb9776,382365,1151247
b9af885473ad7e34b5b0826cb424dd26d8934670,766704,3485374
b9be11d44265308863e4e8cfb458cd3605091452,377894,1141187
b9cf764be62e77b4777b3a75ec256f6209a57671,342548,1056280
b9e2355eb07938829a1a31ed7b60e5f72d4b92e3,365315,1109806
b9ed113e31c9c938eb5dfb378e8c5b9dea2ff31b,110637,313704
ba086c2096962bbffde2a8eb721b322f382f9e0e,39708,126265
ba691933cee375195c9c50f333dd4b2a3abbb726,376055,1136407
ba6b32e5efc4c813ba4432777b3b1743d4205d14,379062,1144163
ba726067604ce5a8ca3919edf653496722b433ab,353787,1086210
ba80d1e493f21431b4bf729b3e0452cd47eb9566,658041,3077896
bac5777bff8e8d8189193438b5af52f158a3f2a4,376055,1136417
badaa153e67ffa56fb1a413b3b7b5b8507024291,233358,851597
bb5110b8e0b70d98eae2f7f8b6d4deaa5d2de038,235271,865006
bb64b99b78a579cb2f6178011a4cf9366e634438,383771,1154148
bb65ea7930205ff54986136cd519c32a83407087,146781,497298
bbd10ba989748c1ff94fb3f3a24b366dfe6b5ad3,327667,1071008
bc04941bf811d1ea2c79fb7fc20457ed2c7e3410,386907,1160344
bc2c3b66aa084fa4ff64f836aee73eae4cb72818,81788,229566
bc33ba0be95a1b66038a17329573aaa1666c1a0f,77319,216332
bc41eb20ba96c4d6a4b5bf12f1749523f34fa321,106950,347096
bc91f27a86090b4c688b56cd4e37f95eebe6e969,356868,1094491
bcdac5411a1b71ff8d4a2fd12a937c129513e79e,37976,120251
bceadd2788dc2dad53eba0caae172bd8522fd483,354503,1088151
bd366ca2aeffa869b7dbc0b0aa01caea75e6dc31,462877,1265629
bd56d19b167822a9a23e2e9e2a07ccccc36baa8d,16468,50198
bdb49c4abfb35554a3c8ce761696ffff3bb837fe,694487,3208570
bde33bdd51b58a63d3e50fab687815968383b86d,375489,1134695
be63c78760924e1335603c36babd0ad6cfaea3c4,460489,1261055
be68496440508b760ba1f988bcc63d1d09ace206,66039,176185
be6bf6902c199b27f4f001ce3597e521c3a0d0aa,253948,931592
be80aa55ec120b3b6645b3efb77316704d7ad948,451646,1240088
beb7ddbcee03270e833b2f74927ccfc8027aa693,404347,1204414
bebd4cfa8f5e0d2dff2de5e50d86e849a40f4bb2,383656,1153902
bef6f7584280f1cc80e5e2d80b7ad073a93d26ec,384638,1155496
bf26080042fabf6e3aba22cfe05ad8d93bcad3e9,147154,498458
bf451d47a1b3be80a7f89b3076e4816c47390037,84101,236431
bf47c719719d0e190a99fa2e7f959d5bbb7caf8a,461104,1262366
bf7afe9c4e21f5fe5090c47b2b6ffc5a03a85815,401597,1198185
bfaa6eb677b9c56cafb6a99d6897c9d0cd9d4210,333138,1112731
bfae195b0a2c8dae755610a7e23add5c6bc37b5e,353819,1086321
bfc4a566423e036fbdc9fb02765fd893e4860c85,245084,897591
bff46815c9b6b2300add1ed25f18b3d788b816de,333741,1114530
c00626462ee48a483791d92197582e7d1366c9e0,396236,1512128
c063c9c0fe383a20da613448d1f606b9635773b9,141503,491280
c087d717f6ed183dd422359bf91210dc59689d63,141230,490542
c0a02c3c928dbbc42c008ed460bb662fc602f9d4,662236,3094609
c0a24c1dc957a3b565294213f435fefb2ec99714,418160,1515159
c0a93d39411004300dfda2deb3dc093b69ac6368,462667,1265735
c0c53137cec61a4d6cd72d8a43bbe0321476e440,239721,877909
c0e53a61e65cb919bd29f62b756dfd57dfeef59a,59759,156346
c0e85160406f9bf2bcaa2992138587668a1cd0bc,697259,3213453
c0ef2f616e87e9f924425bcd373ac265f14203cb,81959,268544
c11336cd990e155371a5185cf3bd6942cad8d9da,460931,1262068
c121e32082edaff817d9f69dec0c24855dc0186f,451467,1239641
c13ecd243709d1e210a030be5aa09b7714e35730,140402,487358
c1588e695d04c4520b1b0bc915add22cedd481f4,328615,1094259
c17300aa7a8aafb57eac91e1e3b15a4061ff2440,112758,352429
c1b26c77a94c13b350d80e9a2f8d0393dee737cd,358482,1099192
c1d50b901b50672a46e7e5fe473c14da1616fc4e,395721,1183201
c1e4111c74ee9d9f48cbee5a5b7c40289203c93d,399156,1191932
c2678e49759e5c4c329bff0eeca2886267005d21,360980,1105893
c267d554e16f0392af2b22a2922cbe0db7e8c798,596421,2906888
c26bbdfaf027d031e694227a2e3414108d17f1a8,65759,175184
c27932ec938217d4fbb0adad23c0d0708f83f690,404052,1203719
c2d03c6b3881a9df7353432b109523984adf06f9,76204,209948
c2f381ef17058e5cfea58ae507983d2e459a2888,356644,1093943
c32d8f33d8e988a376e44997b8f3606d821f305e,379996,1146584
c32e58b4fff72816c6b554db51509bea6a891cdc,84682,276722
